,sub-003629_ses-003863_sub-003629_ses-003863_acq-fse_run-801_bp-prostate_vp-ax_T2w.nii.gz,sub-003629_ses-003863_sub-003629_ses-003863_acq-fse_run-601_bp-prostate_vp-ax_T2w.nii.gz,sub-003629_ses-003863_sub-003629_ses-003863_acq-fse_run-301_bp-prostate_vp-sag_T2w.nii.gz,sub-003629_ses-003863_sub-003629_ses-003863_acq-fse_run-501_bp-prostate_vp-cor_T2w.nii.gz,sub-005730_ses-006206_sub-005730_ses-006206_acq-propeller_run-7_bp-prostate_vp-cor_T2w.nii.gz,sub-005730_ses-006206_sub-005730_ses-006206_acq-fse_run-6_bp-prostate_vp-ax_T2w.nii.gz,sub-005730_ses-006206_sub-005730_ses-006206_acq-fse_run-9_bp-prostate_vp-ax_T2w.nii.gz,sub-005730_ses-006206_sub-005730_ses-006206_acq-fse_run-4_bp-prostate_vp-sag_T2w.nii.gz,sub-007667_ses-008463_sub-007667_ses-008463_acq-fse_run-1001_bp-prostate_vp-ax_T2w.nii.gz,sub-007667_ses-008463_sub-007667_ses-008463_acq-fse_run-501_bp-prostate_vp-sag_T2w.nii.gz
label1_original_glcm_ClusterShade,0.18498601675701914,0.14425708554262265,-0.24549317530343295,0.19705325582902633,0.00848535921299726,-0.12265659304251274,0.06505357816719662,-0.217763411195262,-0.04318813785131589,-0.30361974692507654
label1_original_glcm_ClusterTendency,0.8643856683812643,0.9012127306498392,0.8782277798901709,0.8716640217189244,0.877508188382845,0.8967312186043584,0.8937927740820478,0.8450153629411982,0.9173383656315981,0.8326869134647559
label1_original_glcm_Contrast,0.12224775281681396,0.09167817338146006,0.09979058639528332,0.11369248812400573,0.1224633426426224,0.09802145537526799,0.10471169568977653,0.13532755508598254,0.08201924682227417,0.1282467339002463
label1_original_glcm_Correlation,0.7522004412942853,0.8153364904460645,0.7959084716706512,0.7692132387571309,0.7550683084998799,0.8029102655844729,0.7902622084288313,0.7238792277983468,0.835843835753531,0.7330257516897601
label1_original_glcm_DifferenceAverage,0.12224775281681396,0.09167817338146006,0.09979058639528332,0.11369248812400573,0.1224633426426224,0.09802145537526799,0.10471169568977653,0.13532755508598254,0.08201924682227417,0.1282467339002463
label1_original_glcm_DifferenceEntropy,0.5250940152616376,0.4316110911322441,0.4518508219244191,0.49301694365171833,0.5176246143089751,0.4531181772359504,0.47455477509366095,0.5513800419052673,0.4001206190438429,0.5336178648525093
label1_original_glcm_DifferenceVariance,0.10587917779448261,0.0822235458943941,0.08809827759726369,0.0986277776122795,0.10506866628161064,0.08737450553171747,0.09268152645428421,0.11414909070979219,0.074458448279644,0.10926839519475802
label1_original_glcm_Id,0.938876123591593,0.9541609133092701,0.9501047068023583,0.9431537559379972,0.9387683286786888,0.9509892723123661,0.9476441521551119,0.9323362224570086,0.9589903765888631,0.9358766330498768
label1_original_glcm_Idm,0.938876123591593,0.9541609133092701,0.9501047068023583,0.9431537559379972,0.9387683286786888,0.9509892723123661,0.9476441521551119,0.9323362224570086,0.9589903765888631,0.9358766330498768
label1_original_glcm_Idmn,0.9755504494366373,0.981664365323708,0.9800418827209433,0.9772615023751988,0.9755073314714756,0.9803957089249464,0.9790576608620447,0.9729344889828035,0.9835961506355453,0.9743506532199508
label1_original_glcm_Idn,0.9592507490610619,0.9694406088728467,0.9667364712015721,0.9621025039586648,0.9591788857857926,0.9673261815415771,0.9650961014367412,0.9548908149713393,0.9726602510592419,0.957251088699918
label1_original_glcm_Imc1,-0.4711754687973148,-0.56669569325795,-0.5426671287296846,-0.5031027671047382,-0.4823690945136271,-0.5455675897924426,-0.5250600071213704,-0.44297793325436763,-0.5997241927824972,-0.4552455652870089
label1_original_glcm_Imc2,0.7705431952484099,0.816127705876843,0.7995670189937495,0.7811779696991688,0.7726142815194016,0.8080589796444746,0.799896323771262,0.7457363205231891,0.8308675628324876,0.7504021070951699
label1_original_glcm_InverseVariance,0.12224775281681396,0.09167817338146006,0.09979058639528332,0.11369248812400573,0.1224633426426224,0.09802145537526799,0.10471169568977653,0.13532755508598254,0.08201924682227417,0.1282467339002463
label1_original_glcm_JointAverage,1.44243355886134,1.4578521568669243,1.5741288429494964,1.4394986316594918,1.497479510207143,1.5362112635855387,1.4806676724629229,1.5700982496943625,1.512434207075127,1.5988232627548133
label1_original_glcm_JointEnergy,0.4008041116064783,0.4213310020899562,0.42289253926000925,0.40869396746625536,0.3949455682056557,0.41524915747846924,0.4080662386598035,0.39567945027661733,0.4258627454934199,0.41026478112274095
label1_original_glcm_JointEntropy,1.5140604835701532,1.425952592427384,1.434108475983747,1.4810200041219583,1.517602024576176,1.4489064663377675,1.4733475531644233,1.53482958663362,1.3996101723296646,1.5008771600208195
label1_original_glcm_MCC,0.7522004412942856,0.8153364904460647,0.7959084716706513,0.7692132387571313,0.7550683084998802,0.8029102655844732,0.7902622084288317,0.7238792277983472,0.8358438357535316,0.7330257516897603
label1_original_glcm_MaximumProbability,0.49644256473025306,0.49630875644234584,0.5242335497518549,0.5036551242785055,0.4412888184715457,0.48720053589790474,0.46697647969218886,0.5024344721513713,0.4714245836639898,0.5346998958046905
label1_original_glcm_SumAverage,2.88486711772268,2.9157043137338485,3.148257685898993,2.8789972633189835,2.994959020414286,3.0724225271710774,2.9613353449258457,3.140196499388725,3.024868414150254,3.1976465255096267
label1_original_glcm_SumEntropy,1.3918127307533399,1.3342744190459246,1.334317889588464,1.3673275159979523,1.3951386819335538,1.3508850109625001,1.3686358574746473,1.3995020315476379,1.3175909255073905,1.3726304261205737
label1_original_glcm_SumSquares,0.24665835529951957,0.24822272600782483,0.2445045915713635,0.24633912746073253,0.24999288275636686,0.24868816849490666,0.2496261174429561,0.24508572950679516,0.2498394031134681,0.24023341184125055
label1_original_gldm_DependenceEntropy,4.183198136758008,3.3845211661313757,3.3713457889902974,3.6470484674761154,3.7344087421286494,3.496581660206455,3.6473372227618457,3.893535534525942,3.314741063043439,3.76071849296061
label1_original_gldm_DependenceNonUniformity,128946.94528873256,1348430.6071235426,1278931.579878395,851591.2007807596,2352882.2067209203,2547424.4458042406,2395318.0126190414,1276583.0914345288,501280.6372206858,997514.5990938272
label1_original_gldm_DependenceNonUniformityNormalized,0.22519314378251812,0.3946102586750078,0.3947319690982701,0.334114564022583,0.3191300736112359,0.37989621267723905,0.3489847658315759,0.2801859205992996,0.4089516281363435,0.3078748762635269
label1_original_gldm_DependenceVariance,36.55076183200195,22.778473625184294,26.26099607930346,28.668898957174534,26.555934594979696,22.977418612731924,24.601046539896146,29.23956211252206,23.11720887168375,30.328642221489105
label1_original_gldm_GrayLevelNonUniformity,291873.61608156393,1720363.2472263193,1654215.5360222221,1293154.3484023854,3686637.1279177517,3368515.9487295654,3437329.7200745954,2320570.5247794213,612979.1932075348,1680786.1592746913
label1_original_gldm_GrayLevelVariance,0.24513573374924125,0.24827292468126388,0.24471982468792866,0.24632094546406438,0.24998391873387643,0.24882739832128126,0.24959990675005772,0.2453392602630019,0.24996157794384963,0.24061941986501678
label1_original_gldm_HighGrayLevelEmphasis,2.290767124340297,2.375325712881023,2.7179944444444444,2.3180343691148777,2.4879695638020833,2.6027298160636367,2.439993006661883,2.704808831921338,2.518595658239311,2.790560185185185
label1_original_gldm_LargeDependenceEmphasis,518.792073432692,594.3609331834996,587.4515345679013,564.3026804770873,568.330706922743,595.4138887314743,588.9802709190047,549.6883073613976,597.1421555430464,558.2677104938272
label1_original_gldm_LargeDependenceHighGrayLevelEmphasis,1205.2586438144203,1398.0883325724587,1621.883901234568,1287.5134549591965,1414.9653675672744,1566.5825275367679,1434.9241747314668,1519.2084184188577,1528.1008892369694,1601.5159817901235
label1_original_gldm_LargeDependenceLowGrayLevelEmphasis,347.17543083725985,393.4290833362598,328.8434429012346,383.49998685655993,356.6720417616102,352.621729030151,377.49429496588925,307.3082795970326,364.4024721195657,297.4556426697531
label1_original_gldm_LowGrayLevelEmphasis,0.6773082189149258,0.6561685717797443,0.5705013888888889,0.6704914077212806,0.6280076090494792,0.5993175459840908,0.6400017483345293,0.5737977920196655,0.6203510854401723,0.5523599537037037
label1_original_gldm_SmallDependenceEmphasis,0.004663830408232871,0.00242200942320184,0.002751087202464435,0.0028560501547063625,0.002717927967770448,0.0024935192394825276,0.0028446756908495656,0.0029811189070559773,0.002624669195373142,0.003183542062087015
label1_original_gldm_SmallDependenceHighGrayLevelEmphasis,0.012237261379127696,0.005920617409324003,0.006957650982932094,0.006835891709166708,0.00651734949246917,0.006257933236697886,0.007539188938456873,0.0074429953461198385,0.006774950385825278,0.008264520419199376
label1_original_gldm_SmallDependenceLowGrayLevelEmphasis,0.002770472665509164,0.0015473574266712988,0.0016994462573475205,0.0018610897660912757,0.0017680725865957677,0.001552415740178688,0.0016710473789477388,0.001865649797290012,0.0015870988977601083,0.0019132974728089253
label1_original_glrlm_GrayLevelNonUniformity,57386.14404670247,203329.91259278593,206343.89925509098,189263.02085245214,528255.5608162145,396617.174525437,428258.77678545774,366877.7769828168,72385.16116065063,250774.73319636172
label1_original_glrlm_GrayLevelNonUniformityNormalized,0.5193257352596506,0.5004522353248009,0.5001985599899691,0.5008112179444535,0.5001968046294925,0.5002733652806596,0.5002342895570855,0.5001085985231475,0.5052126842791256,0.500226601376499
label1_original_glrlm_GrayLevelVariance,0.24033713237017476,0.2497738823375995,0.24990072000501543,0.2495943910277733,0.24990159768525377,0.2498633173596702,0.24988285522145728,0.24994570073842623,0.24739365786043718,0.2498866993117505
label1_original_glrlm_HighGrayLevelRunEmphasis,2.2233397458208635,2.49417510448371,2.5082676963080854,2.4426543515493653,2.472558174135659,2.4676481073627823,2.470076801380216,2.497573464003942,2.348655709606935,2.509876776571677
label1_original_glrlm_LongRunEmphasis,142.45750494984068,467.4156174713861,602.215570737314,374.7368980937376,415.1960477891312,424.76642679168657,354.64935670572714,321.1338398229818,503.29926085417816,420.4289664157592
label1_original_glrlm_LongRunHighGrayLevelEmphasis,389.78954660336115,1065.2112968315525,1672.7005524705264,828.8785703486666,1020.0910669733845,1194.5712784647376,904.4875155602482,912.6410014795539,1412.2390474656086,1254.2190669956863
label1_original_glrlm_LongRunLowGrayLevelEmphasis,80.62449453646056,317.96669763134446,334.59432530401085,261.20148003000526,263.972292993068,232.31521387342386,217.1898169920969,173.2570494088388,276.0643142013205,211.9814412707774
label1_original_glrlm_LowGrayLevelRunEmphasis,0.6941650635447841,0.6264562238790725,0.6229330759229786,0.6393364121126587,0.6318604564660852,0.6330879731593044,0.632480799654946,0.6256066339990145,0.6628360725982662,0.6225308058570808
label1_original_glrlm_RunEntropy,4.469585538246059,5.473500358550478,5.336449294000174,5.15739433189835,5.255843250866244,5.462280678027616,5.343938787434491,5.04348221322386,5.353782112807035,5.015324353707767
label1_original_glrlm_RunLengthNonUniformity,16686.45732465414,33415.214769615864,43293.722002168375,44583.30449874791,108195.23190249485,67916.22899867427,82902.87306977547,89573.27665039198,11290.179640014745,63907.34378795205
label1_original_glrlm_RunLengthNonUniformityNormalized,0.1433543938983532,0.07291749594890967,0.08977782727310893,0.0998285297582065,0.08973922478525094,0.07750087836662592,0.08824924807972169,0.10591388699033837,0.07359289531842458,0.1130180852961617
label1_original_glrlm_RunPercentage,0.19384640640268416,0.11893112418554895,0.1273284425451092,0.14831679463035397,0.14322862413194445,0.118244437984714,0.12474357900328682,0.16102516266929595,0.11696854912547906,0.15473366571699904
label1_original_glrlm_RunVariance,101.0623355498341,292.98043773658725,377.27129445547104,223.48762300607183,269.16950466130527,274.89061209378076,230.29047614808061,207.4780242567222,325.99303015066266,296.32082206719195
label1_original_glrlm_ShortRunEmphasis,0.35704708633568727,0.20359499699514624,0.2620492973109716,0.26456679068601624,0.240819096640922,0.22111099639594606,0.2511950973612793,0.27041981463418074,0.21897430139224786,0.3050325798933872
label1_original_glrlm_ShortRunHighGrayLevelEmphasis,0.8490831669284484,0.5181241405419091,0.5907355753266617,0.6658070958047161,0.5533057371061861,0.5272104052617473,0.6542888760404261,0.6224421718546966,0.5463098636627965,0.6988953152153775
label1_original_glrlm_ShortRunLowGrayLevelEmphasis,0.2340380661874969,0.12496271110845555,0.17987772780704903,0.16425671440634126,0.16269743652460592,0.1445861441794957,0.15042165269149266,0.18241422532905177,0.1371404108246107,0.20656689606288964
label1_original_glszm_GrayLevelNonUniformity,783.397967823878,472.47715196599364,664.3750966744007,430.04122497055357,1365.155885897951,1220.4047217537943,3692.624475791079,1030.685456595265,391.03614457831327,876.3211428571428
label1_original_glszm_GrayLevelNonUniformityNormalized,0.6633344350752566,0.5021011179234789,0.5138245140559943,0.5065267667497687,0.5484756472068907,0.514504520132291,0.7038933426974988,0.5809951841010512,0.5889098562926405,0.5007549387755102
label1_original_glszm_GrayLevelVariance,0.16833278246237166,0.24894944103826058,0.24308774297200283,0.24673661662511565,0.22576217639655466,0.2427477399338545,0.1480533286512506,0.20950240794947436,0.2055450718536798,0.24962253061224493
label1_original_glszm_HighGrayLevelZoneEmphasis,3.357324301439458,2.597236981934113,2.2505800464037122,2.3286219081272086,2.0329449578143834,2.2445193929173692,3.4578726648875335,1.8962795941375423,3.1325301204819276,2.5582857142857143
label1_original_glszm_LargeAreaEmphasis,61688981.46655377,5573797577.963868,4081993395.720031,2587001404.614841,10827670444.871836,9451781516.60624,4445231897.47255,5907787593.027058,650182811.7710843,3046569942.448
label1_original_glszm_LargeAreaHighGrayLevelEmphasis,168774001.21676546,11856519243.295431,11934073563.771074,5901805726.212014,26838114930.63399,25567137993.51307,10536820707.888487,17169677900.404736,1707395575.7274096,9297112932.950285
label1_original_glszm_LargeAreaLowGrayLevelEmphasis,34917726.52900085,4003117161.6309776,2118973353.70727,1758300324.2155478,6825059323.431297,5422942397.379532,2922334694.8685665,3092315016.182638,385879620.782003,1483934194.8224285
label1_original_glszm_LowGrayLevelZoneEmphasis,0.4106689246401355,0.6006907545164718,0.6873549883990719,0.6678445229681979,0.7417637605464041,0.6888701517706577,0.3855318337781167,0.7759301014656145,0.46686746987951805,0.6104285714285714
label1_original_glszm_SizeZoneNonUniformity,170.91871295512277,89.95217853347502,135.0092807424594,91.49705535924618,239.57854560064283,288.17032040472174,785.650781547846,175.1138669673055,105.16566265060241,210.28342857142857
label1_original_glszm_SizeZoneNonUniformityNormalized,0.14472371969104383,0.09559211321304466,0.10441553034992992,0.10777038322643837,0.0962549399761522,0.12148833069339028,0.14976187219745443,0.09871131170648564,0.15838202206416024,0.12016195918367346
label1_original_glszm_SmallAreaEmphasis,0.3681971934678627,0.26718293287323447,0.299406124259876,0.290243925903634,0.2692396123658682,0.3139246993701421,0.363696193255132,0.27697096314403324,0.3904989275739552,0.3237231466628141
label1_original_glszm_SmallAreaHighGrayLevelEmphasis,1.2386660340093614,0.677167846569309,0.6411926103153804,0.6335203310410992,0.538571119592074,0.6722081837896932,1.2786117790126166,0.5222684915876606,1.2176683997645459,0.8053592555736604
label1_original_glszm_SmallAreaLowGrayLevelEmphasis,0.15057998333248807,0.16468670444921577,0.21395950274599992,0.2044248246192678,0.20190673555931668,0.22435382826525443,0.1349672968157608,0.2156465810331263,0.18370655952630752,0.20331411943510252
label1_original_glszm_ZoneEntropy,4.586846106023826,5.329954632200182,5.2554229697990165,5.130281769634549,5.2010150411210745,4.914116477391224,4.305754404163165,5.081622242938237,4.515292074987819,5.090739181010723
label1_original_glszm_ZonePercentage,0.0020625002183001923,0.00027537809617455633,0.0003990740740740741,0.00033309792843691147,0.0003375922309027778,0.0003537352473611529,0.0007643135783672741,0.00038935955401431016,0.0005417003189831697,0.0005401234567901234
label1_original_glszm_ZoneVariance,61453903.463056386,5560610723.480937,4075714359.7544627,2577988679.271785,10818896091.660656,9443789740.15863,4443520082.385014,5901191324.478092,646774951.2032862,3043142154.692898
label1_original_shape_Elongation,0.829508058763254,0.9611293666347812,0.9999999999999917,0.9996744074404844,0.9999999999999379,0.9295150635692921,0.9472524853707452,0.9587153744764244,0.5559438180822449,0.9999999999999917
label1_original_shape_Flatness,0.4596049445286897,0.4663707519277802,0.4163348061262916,0.3329176903311095,0.39980550742738385,0.46236735116780187,0.461351154273257,0.34376226189185927,0.4371982804177206,0.4163348061262916
label1_original_shape_LeastAxisLength,62.2578621864313,96.93296652842095,86.53323061113711,69.19537556802477,110.79711187571664,121.1940592603384,121.19405926034301,86.53323061113191,79.59692218051777,86.53323061113711
label1_original_shape_MajorAxisLength,135.45951349647632,207.8452950313477,207.84529503134553,207.84529503134908,277.1275278038549,262.1163863630042,262.693738029666,251.72405526687373,182.06137980338573,207.84529503134553
label1_original_shape_Maximum2DDiameterColumn,133.41664064126334,198.18236551217163,194.53855658968996,189.2623840069653,258.0237392179254,249.65426092898954,250.10797668207226,221.5789926865812,111.43271512441936,194.53855658968996
label1_original_shape_Maximum2DDiameterRow,158.01344879471495,198.18236551217163,194.53855658968996,189.2623840069653,258.0237392179254,235.234457509949,239.26972228010797,230.0679247526695,170.57842770995398,194.53855658968996
label1_original_shape_Maximum2DDiameterSlice,192.57466084612483,254.20513370111155,254.20513370111155,254.20513370111155,339.05788591330537,309.57914981471214,313.019568078419,301.6558469514556,179.30002788622204,254.20513370111155
label1_original_shape_Maximum3DDiameter,199.63028327385604,267.3882944333951,264.69888552844344,260.8457398540371,352.0461617458711,326.55397716151003,329.81661571242887,310.4891302445224,191.71137159803536,264.69888552844344
label1_original_shape_MeshVolume,428471.8125,2562422.875,2429721.125,1911183.25,5529228.5,5028843.875,5147411.375,3416820.875,912086.46875,2429721.125
label1_original_shape_MinorAxisLength,112.36475808147688,199.76621677149845,207.84529503134382,207.77762214975658,277.1275278038377,243.641129532761,248.83729623993258,241.331721909905,101.21589861321598,207.84529503134382
label1_original_shape_Sphericity,0.2135544575147095,0.6061787862953767,0.7380425327331804,0.5836997950117812,0.7309934991420871,0.7578282513970469,0.7563525383269822,0.7089880080639794,0.6220470200076079,0.7380425327331804
label1_original_shape_SurfaceArea,128703.48932768071,149388.53183367127,118424.17112580655,127593.77030169664,206861.80111419826,187309.05300999153,190612.9668226425,154736.71621531248,73116.98123475001,118424.17112580655
label1_original_shape_SurfaceVolumeRatio,0.3003779608668673,0.05829971832173535,0.04873982034699828,0.06676166207593993,0.03741241678006222,0.03724694137775186,0.037030839957422776,0.0452867510110001,0.08016452796954182,0.04873982034699828
label1_original_shape_VoxelVolume,429454.5,2562840.0,2430000.0,1911600.0,5529600.0,5029185.0,5147756.25,3417150.0,919327.5,2430000.0
